,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,category,latitude,longitude,is_pickup,is_delivery,address1,address2,address3,city,zip_code,country,state,display_address
42,Bq50AT8aTFbSisFK2aASXA,shawarma-king-seattle-8,Shawarma King,https://s3-media4.fl.yelpcdn.com/bphoto/jydTZ4ZIZx4xZuSLe9ksCQ/o.jpg,False,https://www.yelp.com/biz/shawarma-king-seattle-8?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,35,4.0,$,+12069132735,(206) 913-2735,5023.3293422958,Middle Eastern,47.6679654176,-122.3129662871,pickup,delivery,5241 University Way NE,,,Seattle,98105,US,WA,"['5241 University Way NE', 'Seattle, WA 98105']"
43,U_N93sN1Z8UuX4HHwPsFIQ,market-cafe-seattle-3,Market Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ERzP0ThvWWFZFVHQZq09Uw/o.jpg,False,https://www.yelp.com/biz/market-cafe-seattle-3?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,12,3.0,$,+12063866000,(206) 386-6000,2158.7509716602,Cafeteria,47.608602,-122.321616,,,747 Broadway,,,Seattle,98122,US,WA,"['747 Broadway', 'Seattle, WA 98122']"
44,OtI6nojqIkrARgjAjCU6Rg,sharis-cafe-and-pies-shoreline,Shari's Cafe & Pies,https://s3-media3.fl.yelpcdn.com/bphoto/_D0U9KUEPWapYoOxciWOWg/o.jpg,False,https://www.yelp.com/biz/sharis-cafe-and-pies-shoreline?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,155,2.5,$$,+12063612552,(206) 361-2552,12804.2273469824,American (Traditional),47.7403971,-122.3448895,pickup,delivery,15252 Aurora Ave N,,,Shoreline,98133,US,WA,"['15252 Aurora Ave N', 'Shoreline, WA 98133']"
45,xkRmagOWbvzSs2KxTMy4ug,flair-taco-seattle,Flair Taco,https://s3-media2.fl.yelpcdn.com/bphoto/FwPwySv6cXJPOgxYb4mr5g/o.jpg,False,https://www.yelp.com/biz/flair-taco-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,127,3.0,$,+12063562475,(206) 356-2475,3300.2356977043,Food Trucks,47.6520462036,-122.3547744751,delivery,,315 N 36th St,,,Seattle,98103,US,WA,"['315 N 36th St', 'Seattle, WA 98103']"
46,ObocDexxNPyoiFGea65VRQ,maven-meals-burien-2,Maven Meals,https://s3-media4.fl.yelpcdn.com/bphoto/m9nW6buErO9VJ6kGJBrm6Q/o.jpg,False,https://www.yelp.com/biz/maven-meals-burien-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,35,5.0,$$,+12065577985,(206) 557-7985,17657.4790428458,Food Delivery Services,47.4667154,-122.343606,,,641 SW 152nd St,,,Burien,98166,US,WA,"['641 SW 152nd St', 'Burien, WA 98166']"
47,E2__iB120ygJubj1LNxMVw,mcdonalds-seattle-22,McDonald's,https://s3-media4.fl.yelpcdn.com/bphoto/9u_9493WwMtkVjtAOjW-2A/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-22?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,70,2.5,$,+12065220265,(206) 522-0265,5391.0009597232,Burgers,47.6677400568,-122.3004006303,,,5146 25th Ave NE,,,Seattle,98105,US,WA,"['5146 25th Ave NE', 'Seattle, WA 98105']"
48,q3wAHs3OXu7rqUcEQheVcw,sultan-gyro-grill-and-shawarma-seattle,Sultan Gyro Grill & Shawarma,https://s3-media3.fl.yelpcdn.com/bphoto/An4sBkzu9_cyzfRHx3S8yw/o.jpg,False,https://www.yelp.com/biz/sultan-gyro-grill-and-shawarma-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,150,4.0,$,+12066327844,(206) 632-7844,4101.5893373063,Mediterranean,47.6590045,-122.3128726,delivery,,4222 University Way NE,,,Seattle,98105,US,WA,"['4222 University Way NE', 'Seattle, WA 98105']"
49,RbvwE8kSPQqMLf6UOgHpbg,llama-fusion-kirkland,Llama Fusion,https://s3-media3.fl.yelpcdn.com/bphoto/OZZmb-wTObMWJ__0_zSkTA/o.jpg,False,https://www.yelp.com/biz/llama-fusion-kirkland?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,12,4.0,,+12066365924,(206) 636-5924,12867.2514836781,Food Trucks,47.70427,-122.20996,pickup,delivery,9800 NE 116th St,,,Kirkland,98034,US,WA,"['9800 NE 116th St', 'Kirkland, WA 98034']"
50,updOJua5TBIWQmGqr_iPrg,dilettante-mocha-café-at-sea-tac-airport-seattle,Dilettante Mocha Café at Sea-Tac Airport,https://s3-media1.fl.yelpcdn.com/bphoto/jr5uXhys00N9z6PwX8RtCw/o.jpg,False,https://www.yelp.com/biz/dilettante-mocha-caf%C3%A9-at-sea-tac-airport-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,198,3.5,$,+12064337476,(206) 433-7476,20344.1267031838,Chocolatiers & Shops,47.4437769591,-122.303050463,delivery,,17801 International Blvd,,Central Terminal,Seattle,98158,US,WA,"['17801 International Blvd', 'Central Terminal', 'Seattle, WA 98158']"
51,IH8iJ8nZv9Zjt-zZjwtZ5Q,randys-restaurant-tukwila-2,Randy's Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/1e1w6CNjjrzk1Z_bRW7Tcg/o.jpg,False,https://www.yelp.com/biz/randys-restaurant-tukwila-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,235,3.5,$,+12067639333,(206) 763-9333,12886.6949570354,American (Traditional),47.51307,-122.29345,delivery,,10016 E Marginal Way S,,,Tukwila,98168,US,WA,"['10016 E Marginal Way S', 'Tukwila, WA 98168']"
52,junorTzFTfFczcK7USbWWw,subway-seattle-145,Subway,https://s3-media3.fl.yelpcdn.com/bphoto/gBLd1VMXTg-Cdygu57eoyw/o.jpg,False,https://www.yelp.com/biz/subway-seattle-145?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,17,2.5,$,+12066228604,(206) 622-8604,5186.579877607,Sandwiches,47.578949,-122.32954,pickup,delivery,2727 4th Ave S,,,Seattle,98134,US,WA,"['2727 4th Ave S', 'Seattle, WA 98134']"
53,VUap5pHEg62k_H6p45xskg,midnight-cookie-seattle-4,Midnight Cookie,https://s3-media1.fl.yelpcdn.com/bphoto/Iyrv-55BI9ZduPicy50uKQ/o.jpg,False,https://www.yelp.com/biz/midnight-cookie-seattle-4?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,159,4.0,$,+12066321237,(206) 632-1237,3254.9379899649,Bakeries,47.65402,-122.3442,pickup,delivery,1058 N 39th St,,,Seattle,98103,US,WA,"['1058 N 39th St', 'Seattle, WA 98103']"
54,0UQsEeVHWubNJxSkbptu8g,taco-bell-seattle-18,Taco Bell,https://s3-media2.fl.yelpcdn.com/bphoto/Q4KB_0N_fsjdliF3Wwunmg/o.jpg,False,https://www.yelp.com/biz/taco-bell-seattle-18?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,86,2.5,$,+12067290986,(206) 729-0986,7706.6050549435,Fast Food,47.694489,-122.344018,delivery,,1110 North 90th Street,,,Seattle,98103,US,WA,"['1110 North 90th Street', 'Seattle, WA 98103']"
55,tGdMRLM4LcRGjZMPRIEkgg,alberonas-davinci-pizza-and-pasta-seattle-3,Alberona's DaVinci Pizza & Pasta,https://s3-media3.fl.yelpcdn.com/bphoto/5T-FnwFa1Jo1pRC6A5BLew/o.jpg,False,https://www.yelp.com/biz/alberonas-davinci-pizza-and-pasta-seattle-3?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,169,3.0,$$,+12062972700,(206) 297-2700,3660.095917683,Italian,47.65401,-122.35966,pickup,delivery,3624 Leary Way NW,,,Seattle,98107,US,WA,"['3624 Leary Way NW', 'Seattle, WA 98107']"
56,9kgJNuiBDwOs6bnV1aed5A,fortune-casino-tukwila-seattle,Fortune Casino Tukwila,https://s3-media2.fl.yelpcdn.com/bphoto/4NHy4GZx6ntZcF4nO3s3_g/o.jpg,False,https://www.yelp.com/biz/fortune-casino-tukwila-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,5,4.0,,+12062431491,(206) 243-1491,17320.7627454981,Casinos,47.47781,-122.26177,,,14025 Interurban Ave S,,,Seattle,98168,US,WA,"['14025 Interurban Ave S', 'Seattle, WA 98168']"
57,N3KaArUnY-jd6RxnKm7rEA,a-pizza-mart-bar-and-grill-seattle,A Pizza Mart Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/SmymBpgFqFfPaErciBDalA/o.jpg,False,https://www.yelp.com/biz/a-pizza-mart-bar-and-grill-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,68,2.5,$$,+12065174000,(206) 517-4000,4997.6427106942,Bars,47.66765,-122.31269,pickup,delivery,5240 University Way NE,Ste D,,Seattle,98105,US,WA,"['5240 University Way NE', 'Ste D', 'Seattle, WA 98105']"
58,eTggORcXJncIe9KTh8PNSQ,casino-caribbean-kirkland,Casino Caribbean,https://s3-media2.fl.yelpcdn.com/bphoto/DSrrcgzqVj3rdzuM5Ksjhg/o.jpg,False,https://www.yelp.com/biz/casino-caribbean-kirkland?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,46,3.0,$,+14258212222,(425) 821-2222,16979.0070927253,Casinos,47.73223,-122.17299,delivery,,12526 NE 144th St,,,Kirkland,98034,US,WA,"['12526 NE 144th St', 'Kirkland, WA 98034']"
59,uuaHTaDjEBptxrQ0eP5MQw,el-gran-taco-king-county,El Gran Taco,https://s3-media3.fl.yelpcdn.com/bphoto/qEjh_XpNV_zky-Ii8uC1-w/o.jpg,False,https://www.yelp.com/biz/el-gran-taco-king-county?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,7,3.5,,+12063801965,(206) 380-1965,17304.2516684018,Food Trucks,47.56313,-122.12024,,,,,,King County,98006,US,WA,"['King County, WA 98006']"
60,CdPtMqx4eKQzqU8T_pzbqQ,wizards-casino-burien,Wizards Casino,https://s3-media4.fl.yelpcdn.com/bphoto/Rr6B4QSV9dicDI6P9FJSLw/o.jpg,False,https://www.yelp.com/biz/wizards-casino-burien?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,50,3.5,$$,+12062413818,(206) 241-3818,18233.3043524109,Casinos,47.46146,-122.33622,delivery,,15739 Ambaum Blvd SW,,,Burien,98166,US,WA,"['15739 Ambaum Blvd SW', 'Burien, WA 98166']"
61,EHLWJjP-x47OMreKSj6GqA,mcdonalds-seattle-42,McDonald's,https://s3-media4.fl.yelpcdn.com/bphoto/t5SUjd-ej2YWddbPJYAN7w/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-42?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,69,3.0,$,+12064547970,(206) 454-7970,20468.3370964809,Fast Food,47.4426706,-122.3028201,,,17801 International Blvd,,,Seattle,98158,US,WA,"['17801 International Blvd', 'Seattle, WA 98158']"
62,rKZ3yW2t-y8x2bM4TAGksg,663-bistro-seattle,663 Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/LmLEc-AKmfoQc54ooWcdDA/o.jpg,False,https://www.yelp.com/biz/663-bistro-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,357,3.0,$,+12066678760,(206) 667-8760,3228.9900259345,Barbeque,47.59737,-122.32449,pickup,,663 S Weller St,,,Seattle,98104,US,WA,"['663 S Weller St', 'Seattle, WA 98104']"
63,17cVzGRDrJRhoBJOMJ55jA,sharis-cafe-and-pies-kirkland,Shari's Cafe & Pies,https://s3-media4.fl.yelpcdn.com/bphoto/cVXdki22s77FgWP-zcsW_w/o.jpg,False,https://www.yelp.com/biz/sharis-cafe-and-pies-kirkland?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,152,2.5,$$,+14258280716,(425) 828-0716,14632.103066332,American (Traditional),47.703616,-122.178361,pickup,delivery,12207 NE 116th St,,,Kirkland,98034,US,WA,"['12207 NE 116th St', 'Kirkland, WA 98034']"
64,FScxNhfapDWikncHUaQZ6A,jack-in-the-box-seattle-12,Jack in the Box,https://s3-media4.fl.yelpcdn.com/bphoto/tKFShW7nYibXsxKgUy81sw/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-seattle-12?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,46,2.0,$,+12067060524,(206) 706-0524,4927.9288934272,Burgers,47.6631007,-122.3701347,,,999 NW Leary Way,,,Seattle,98107,US,WA,"['999 NW Leary Way', 'Seattle, WA 98107']"
65,ipIP_FksaJzeM36WQevJ_A,local-yokels-seattle,Local Yokels,https://s3-media2.fl.yelpcdn.com/bphoto/SkW3PZphR_u6h41MJYWVOw/o.jpg,False,https://www.yelp.com/biz/local-yokels-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,1,5.0,,+12065030139,(206) 503-0139,12585.3277584855,Food Delivery Services,47.52158,-122.26865,,,5131 S Director St,,,Seattle,98118,US,WA,"['5131 S Director St', 'Seattle, WA 98118']"
66,syY97WYXiwO3L_bgHIkbHw,kerala-co-seattle-8,Kerala Co,https://s3-media3.fl.yelpcdn.com/bphoto/qDenBiGk-BwJcvvDW5SvGQ/o.jpg,False,https://www.yelp.com/biz/kerala-co-seattle-8?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,16,5.0,,+18335372521,(833) 537-2521,20017.8272315938,Food Delivery Services,47.44538,-122.28879,,,,,,Seattle,98188,US,WA,"['Seattle, WA 98188']"
67,bFKynpnq5XKWFnDiIslf7Q,dominos-pizza-seattle-7,Domino's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/vrugkSEvw2r7zxuS1Uu3Gw/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-seattle-7?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,73,2.5,$,+12062857000,(206) 285-7000,771.3036397674,Pizza,47.62592,-122.34588,,,714 Taylor Ave N,,,Seattle,98109,US,WA,"['714 Taylor Ave N', 'Seattle, WA 98109']"
68,83yiS0XcNPB4Wh8MYlz30g,jack-in-the-box-seattle,Jack in the Box,https://s3-media2.fl.yelpcdn.com/bphoto/OPIZf2IavxatE1e7UGKrSA/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,23,3.0,$,+12067649564,(206) 764-9564,8387.0686374273,Burgers,47.5499945421,-122.3346371949,,,5903 1st Ave S,,,Seattle,98108,US,WA,"['5903 1st Ave S', 'Seattle, WA 98108']"
69,RSJJdbJ79fc1phGpEIHMew,shell-seattle-28,Shell,https://s3-media1.fl.yelpcdn.com/bphoto/FUe43NqrLA5glkIVS42DwQ/o.jpg,False,https://www.yelp.com/biz/shell-seattle-28?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,55,4.0,$,+12063227861,(206) 322-7861,5146.5642340023,Gas Stations,47.58143,-122.31374,,,2424 Beacon Ave S,,,Seattle,98144,US,WA,"['2424 Beacon Ave S', 'Seattle, WA 98144']"
70,Nz6Ct2EWKrlTCgdv5vbEhw,dominos-pizza-seattle-19,Domino's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/b0Vh-fYP5BzjLR6kojnUSA/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-seattle-19?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,43,2.5,$,+12063253230,(206) 325-3230,3529.3684125306,Chicken Wings,47.5996665955,-122.3083114624,,,1800 S Jackson St,Ste D,,Seattle,98144,US,WA,"['1800 S Jackson St', 'Ste D', 'Seattle, WA 98144']"
71,yvpiRZon3q2wVcawFuHUHg,great-american-casino-tukwila,Great American Casino,https://s3-media3.fl.yelpcdn.com/bphoto/55oFyffOBxJEWUTI_UJh5w/o.jpg,False,https://www.yelp.com/biz/great-american-casino-tukwila?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,47,3.0,$$,+12062445400,(206) 244-5400,17388.841735468,Casinos,47.4776648,-122.2608815,delivery,,14040 Interurban Ave S,,,Tukwila,98168,US,WA,"['14040 Interurban Ave S', 'Tukwila, WA 98168']"
72,gt7nwOmJWuOnbxaFL3h9uA,mcdonalds-seattle-43,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/u48kL2Z7hoQ_xb0D2iTX7Q/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-43?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,69,3.0,$,+12063654511,(206) 365-4511,16805.3953925497,Fast Food,47.775726,-122.3120389134,,,20227 Ballinger Way NE,,,Seattle,98155,US,WA,"['20227 Ballinger Way NE', 'Seattle, WA 98155']"
73,fCziw6BjkTWEN9HHF9dE4w,mcdonalds-seattle-38,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/yzgazYfwxRMKoQmBLfao1g/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-38?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,64,2.5,$,+12067825787,(206) 782-5787,5533.8275572761,Fast Food,47.6682501,-122.3731275,,,5400 14th Ave NW,,,Seattle,98107,US,WA,"['5400 14th Ave NW', 'Seattle, WA 98107']"
74,8uE7nVyniLnCjJGjRMRmwg,sher-e-punjab-grill-seattle,Sher E Punjab Grill,https://s3-media1.fl.yelpcdn.com/bphoto/V2hZANgcl-WNyAo2ZCY_jQ/o.jpg,False,https://www.yelp.com/biz/sher-e-punjab-grill-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,51,2.0,,+12067081741,(206) 708-1741,10771.4870827285,Indian,47.71843,-122.29547,pickup,delivery,12336 Lake City Way NE,Ste A,,Seattle,98125,US,WA,"['12336 Lake City Way NE', 'Ste A', 'Seattle, WA 98125']"
75,hAwkDSGgv1hlLpu6xay0oQ,lolas-cuisine-tukwila,Lola's Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/dBTmy0Ybfygd9ggZDYynCg/o.jpg,False,https://www.yelp.com/biz/lolas-cuisine-tukwila?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,3,5.0,,+12066174833,(206) 617-4833,20230.5051799381,Filipino,47.45128,-122.25652,delivery,,360 Corporate Dr N,,,Tukwila,98188,US,WA,"['360 Corporate Dr N', 'Tukwila, WA 98188']"
76,LsxVRFGJgN1MOHnS1iAkbg,subway-seattle-155,Subway,https://s3-media3.fl.yelpcdn.com/bphoto/exmoAmsZxoe9pGFitO9kpA/o.jpg,False,https://www.yelp.com/biz/subway-seattle-155?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,56,1.5,$,+12065457851,(206) 545-7851,4186.6066387627,Sandwiches,47.6610261926,-122.3173480604,pickup,delivery,4336 Roosevelt Way NE,,,Seattle,98105,US,WA,"['4336 Roosevelt Way NE', 'Seattle, WA 98105']"
77,qzTuG0M0L7jcaVzTt4tuqg,macau-casino-tukwila-2,Macau Casino,https://s3-media1.fl.yelpcdn.com/bphoto/eRtnDXw8u47RQ_H7CfzGVQ/o.jpg,False,https://www.yelp.com/biz/macau-casino-tukwila-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,13,3.5,,+12062460888,(206) 246-0888,18767.5038181014,Casinos,47.4643295797,-122.2608911991,,,5700 Southcenter Blvd,,,Tukwila,98188,US,WA,"['5700 Southcenter Blvd', 'Tukwila, WA 98188']"
78,KGC_P5AoitaunS7ub5vt9w,silver-dollar-casino-seatac-seatac,Silver Dollar Casino Seatac,https://s3-media1.fl.yelpcdn.com/bphoto/rzaMYxa35rYqMJu2mkbWlQ/o.jpg,False,https://www.yelp.com/biz/silver-dollar-casino-seatac-seatac?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,61,2.5,$$,+12068242340,(206) 824-2340,21926.9237347791,Casinos,47.4301571664,-122.2947313791,pickup,delivery,19222 International Blvd,,,Seatac,98188,US,WA,"['19222 International Blvd', 'Seatac, WA 98188']"
79,0SnBBkesaDWSGNEdiY_Sug,red-dragon-poker-mountlake-terrace-2,Red Dragon Poker,https://s3-media4.fl.yelpcdn.com/bphoto/mPIKPuIKdRKySBql4bIfVA/o.jpg,False,https://www.yelp.com/biz/red-dragon-poker-mountlake-terrace-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,71,3.5,$,+14252754444,(425) 275-4444,19432.6663469569,Casinos,47.800155,-122.3309950374,,,21917 Hwy 99,,,Mountlake Terrace,98043,US,WA,"['21917 Hwy 99', 'Mountlake Terrace, WA 98043']"
80,S3rfsGysMozcvxtkKpoMew,ihop-bellevue,IHOP,https://s3-media3.fl.yelpcdn.com/bphoto/zx7g4po_c6AOypzCgOgVBg/o.jpg,False,https://www.yelp.com/biz/ihop-bellevue?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,154,2.5,$$,+14257475975,(425) 747-5975,14381.6560403294,Breakfast & Brunch,47.62717,-122.143622,pickup,delivery,14747 NE 20th St,,,Bellevue,98007,US,WA,"['14747 NE 20th St', 'Bellevue, WA 98007']"
81,z5qwtgz1f_hZ9bUR3PW49g,cater2-me-seattle,Cater2.me,https://s3-media1.fl.yelpcdn.com/bphoto/JcePpSJe84WRZIELWX-tNg/o.jpg,False,https://www.yelp.com/biz/cater2-me-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,3,4.5,,+15413712263,(541) 371-2263,464.9659043786,Caterers,47.62326,-122.33018,,,500 Yale Ave N,,,Seattle,98109,US,WA,"['500 Yale Ave N', 'Seattle, WA 98109']"
82,SemWXupBXX1vt3hT-XjT5g,jack-in-the-box-seattle-3,Jack in the Box,https://s3-media4.fl.yelpcdn.com/bphoto/xC7scGvnCvyZwNSYfAym8g/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-seattle-3?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,34,2.0,$,+12069327315,(206) 932-7315,6210.9147689267,Burgers,47.580942,-122.385657,,,4203 SW Admiral Way,,,Seattle,98116,US,WA,"['4203 SW Admiral Way', 'Seattle, WA 98116']"
83,Vep9UYlT6LJBhFH_yM0mRg,subway-seattle-128,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/tq0piYIvFhS_vi7Y1SvGEQ/o.jpg,False,https://www.yelp.com/biz/subway-seattle-128?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,29,3.0,$,+12068609019,(206) 860-9019,5500.0693266852,Sandwiches,47.5819318,-122.3005550678,pickup,delivery,2338 Rainier Ave S,,,Seattle,98144,US,WA,"['2338 Rainier Ave S', 'Seattle, WA 98144']"
